category;validScientificNameId;validScientificName;preferredPopularName;taxonGroupName;collector;dateTimeCollected;locality;coordinateUncertaintyInMeters;municipality;county;individualCount;basisOfRecord;latitude;longitude;geometry;scientificNameRank;behavior;notes;sex
NT;3664;Haematopus ostralegus;tjeld;Fugler;Stig  Rasmussen;02.05.2021 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;2;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;stationary;Activity: Resting. Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;11.05.2021 00:00:00;SelnesÅnstadBygd, Sortland, No;500.0;Sortland;Nordland;91;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematiske registreringer, NINA (MIGRAPOP-prosjektet). Validationstatus: Approved Documented;
LC;3471;Anser anser;grågås;Fugler;Stig  Rasmussen;17.06.2018 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;12;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;;ca, obs. fra bil. på havet. Validationstatus: Approved Documented;
EN;3773;Numenius arquata;storspove;Fugler;Stig  Rasmussen;17.04.2021 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;2;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3471;Anser anser;grågås;Fugler;Ingunn Tombre|Johnny Bakken;23.07.2021 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;22;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematiske registreringer, NINA-prosjekt. Validationstatus: Approved Documented;
VU;185920;Chloris chloris;grønnfink;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded
EN;3773;Numenius arquata;storspove;Fugler;Stig  Rasmussen;26.03.2021 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;1;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Innmark Activity: Forage. Validationstatus: Approved Documented;
VU;3681;Larus canus;fiskemåke;Fugler;Tone Mette Bjørstad;09.04.2017 00:00:00;Bygdnes, Sortland, No;300.0;Sortland;Nordland;20;HumanObservasjon;68,733926;15,400627;POINT (516216 7624747);species;feeding;Activity: Forage.;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Stig  Rasmussen;13.05.2017 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;450;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Antall ca. Activity: Forage. Validationstatus: Approved Documented;
EN;3773;Numenius arquata;storspove;Fugler;Stig  Rasmussen;01.05.2018 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;2;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
NT;3664;Haematopus ostralegus;tjeld;Fugler;Stig  Rasmussen;29.04.2020 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;2;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;08.05.2021 00:00:00;SelnesÅnstadBygd, Sortland, No;500.0;Sortland;Nordland;1230;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematiske registreringer, NINA (MIGRAPOP-prosjektet). Validationstatus: Approved Documented;
LC;3471;Anser anser;grågås;Fugler;Ingunn Tombre|Johnny Bakken;08.08.2021 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;32;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematiske registreringer, NINA-prosjekt. Validationstatus: Approved Documented;
LC;3471;Anser anser;grågås;Fugler;Stig  Rasmussen;21.04.2020 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;21;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3840;Sterna paradisaea;rødnebbterne;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded
LC;3523;Mergus merganser;laksand;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded
LC;4547;Turdus iliacus;rødvingetrost;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded
LC;3523;Mergus merganser;laksand;Fugler;Tone Mette Bjørstad;26.05.2014 00:00:00;Bygdnes, Sortland, No;300.0;Sortland;Nordland;1;HumanObservasjon;68,733926;15,400627;POINT (516216 7624747);species;feeding;Activity: Forage.;female
LC;3525;Mergus serrator;siland;Fugler;Tone Mette Bjørstad;29.05.2014 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;2;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;possiblereproductive;Activity: Mating.;
LC;3471;Anser anser;grågås;Fugler;Tone Mette Bjørstad;31.05.2014 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;40;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;ca Activity: Forage.;
LC;3471;Anser anser;grågås;Fugler;Stig  Rasmussen;05.06.2016 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;25;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Antall ca. Innmark. Activity: Forage.;
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Inga Bendiksen;30.04.2017 00:00:00;Bygdnes, Sortland, No;500.0;Sortland;Nordland;4;HumanObservasjon;68,731561;15,404625;POINT (516380 7624484);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
NT;3799;Tringa totanus;rødstilk;Fugler;Oddvar Heggøy;20.06.2017 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;2;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;possiblereproductive;Activity: AgitatedBehaviour.;in pair
LC;3694;Larus marinus;svartbak;Fugler;Oddvar Heggøy;20.06.2017 00:00:00;Verholmen, Å, Sortland, No;200.0;Sortland;Nordland;6;HumanObservasjon;68,746428;15,380128;POINT (515378 7626136);species;reproductive;Activity: RecentlyFledgedYoung.;in pair
LC;3523;Mergus merganser;laksand;Fugler;Oddvar Heggøy;20.06.2017 00:00:00;Verholmen, Å, Sortland, No;200.0;Sortland;Nordland;30;HumanObservasjon;68,746428;15,380128;POINT (515378 7626136);species;stationary;ca. antall Activity: Resting.;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Karl-Birger Strann|Vigdis Frivoll;30.04.2009 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;1;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;Denne kvitkinngåsa var nesten kvit med svart nebb og svarte bein. Tatt bilde av den. Activity: Forage. Validationstatus: Report For Rrk Pending;
EN;3773;Numenius arquata;storspove;Fugler;Stig  Rasmussen;23.04.2018 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;5;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;snøfri innmark Activity: Forage. Validationstatus: Approved Documented;
NT;3799;Tringa totanus;rødstilk;Fugler;Stig  Rasmussen;02.08.2018 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;4;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;;Validationstatus: Approved Documented;
LC;4559;Turdus pilaris;gråtrost;Fugler;Stig  Rasmussen;28.04.2019 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;3;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;;Validationstatus: Approved Documented;
LC;3525;Mergus serrator;siland;Fugler;Hugo Larsen;02.10.2017 00:00:00;Sandstrand, Sortland, No;150.0;Sortland;Nordland;75;HumanObservasjon;68,750667;15,334835;POINT (513543 7626598);species;stationary;Activity: Stationary. Validationstatus: Approved Documented;
LC;3694;Larus marinus;svartbak;Fugler;Stig  Rasmussen;11.04.2020 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;1;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;;Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Inge Hovden;19.04.2020 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;28;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Stig  Rasmussen;16.05.2020 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;600;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Anslag. I 2 flokker Activity: Forage. Validationstatus: Approved Documented;
LC;4400;Passer montanus;pilfink;Fugler;Stig  Rasmussen;31.05.2020 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;2;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3694;Larus marinus;svartbak;Fugler;;20.06.1998 00:00:00;Verholmen;710.0;Sortland;Nordland;30;HumanObservasjon;68,746588;15,380334;POINT (515386 7626154);species;;;Unknown
LC;4277;Hirundo rustica;låvesvale;Fugler;Rune Kristiansen|Kurt Kristiansen;18.05.2024 00:00:00;Bygdneset, Sortland, Sortland, No;1265.0;Sortland;Nordland;3;HumanObservasjon;68,732095;15,40511;POINT (516399 7624544);species;feeding;Activity: Forage.;
NT;3799;Tringa totanus;rødstilk;Fugler;Rune Kristiansen|Kurt Kristiansen;18.05.2024 00:00:00;Bygdneset, Sortland, Sortland, No;1265.0;Sortland;Nordland;2;HumanObservasjon;68,732095;15,40511;POINT (516399 7624544);species;possiblereproductive;Activity: PairInSuitableHabitat. Validationstatus: Approved Documented;in pair
NT;3607;Cepphus grylle;teist;Fugler;Stig  Rasmussen;26.10.2024 00:00:00;Jennestadosen, Sortland, No;150.0;Sortland;Nordland;2;HumanObservasjon;68,747724;15,322384;POINT (513041 7626267);species;feeding;Activity: Forage.;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;05.05.2024 00:00:00;Sandstrand, Sortland, No;300.0;Sortland;Nordland;470;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematisk registrering som del av NINA-prosjekt. Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;09.05.2024 00:00:00;Sandstrand, Sortland, No;300.0;Sortland;Nordland;650;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematisk registrering som del av NINA-prosjekt. Validationstatus: Approved Documented;
LC;3454;Anas crecca;krikkand;Fugler;Tone M. Bjørstad;21.05.2009 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Tone M. Bjørstad;04.05.2013 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;
LC;204596;Gulosus aristotelis;toppskarv;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded
NT;4275;Delichon urbicum;taksvale;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded
VU;3531;Somateria mollissima;ærfugl;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded
NT;4120;Alauda arvensis;sanglerke;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded
LC;4217;Plectrophenax nivalis;snøspurv;Fugler;;15.06.1981 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded
LC;4263;Pyrrhula pyrrhula;dompap;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded
LC;4372;Parus major;kjøttmeis;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded
LC;3461;Anas platyrhynchos;stokkand;Fugler;Karl-Birger Strann;05.04.2011 00:00:00;Jektbogen, Sortland, Sortland, No;300.0;Sortland;Nordland;6;HumanObservasjon;68,742953;15,371297;POINT (515023 7625746);species;feeding;Activity: Forage.;in pair
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Tone Mette Bjørstad;21.04.2014 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;40;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;I denne flokken observerte vi også ei ringgås. Activity: Forage.;
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Tone Mette Bjørstad;23.04.2014 00:00:00;Bygdnes, Sortland, No;300.0;Sortland;Nordland;200;HumanObservasjon;68,733926;15,400627;POINT (516216 7624747);species;feeding;Activity: Forage.;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Tone Mette Bjørstad;05.05.2014 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;600;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;stationary;ca. Fordelt på to flere flokker Activity: Resting.;
;3925;Gavia immer;islom;Fugler;Rune Kristiansen;11.05.2014 00:00:00;Bygdneset, Sortland, Sortland, No;1265.0;Sortland;Nordland;2;HumanObservasjon;68,732095;15,40511;POINT (516399 7624544);species;moving;Activity: FlyingBy.;
LC;3454;Anas crecca;krikkand;Fugler;Tone Mette Bjørstad;15.06.2014 00:00:00;Bygdnes, Sortland, No;300.0;Sortland;Nordland;1;HumanObservasjon;68,733926;15,400627;POINT (516216 7624747);species;feeding;Activity: Forage.;male
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Stig  Rasmussen;26.04.2016 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;30;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;feeding;Ca Activity: Forage.;
LC;4162;Corvus corax;ravn;Fugler;Jan Olav Nybo|Ole Vignes|Jan Erik Haugen|Ken Adelsten Jensen;15.06.2016 00:00:00;Storlibukta, Sortland, No;100.0;Sortland;Nordland;2;HumanObservasjon;68,735305;15,394178;POINT (515954 7624899);species;feeding;Activity: Forage.;
VU;3681;Larus canus;fiskemåke;Fugler;Stig  Rasmussen;27.05.2017 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;2;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage.;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Rune Kristiansen;11.05.2014 00:00:00;Bygdneset, Sortland, Sortland, No;1265.0;Sortland;Nordland;1;HumanObservasjon;68,732095;15,40511;POINT (516399 7624544);species;stationary;ett ind, leukistisk. Activity: Resting.;
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Tone Mette Bjørstad;21.04.2014 00:00:00;Bygdnes, Sortland, No;300.0;Sortland;Nordland;100;HumanObservasjon;68,733926;15,400627;POINT (516216 7624747);species;feeding;Vi så en flokk på ca 100 kortnebbgås,  hvorav en hadde merke rundt halsen. Activity: Forage.;
NE;3491;Branta bernicla;ringgås;Fugler;Tone Mette Bjørstad;21.04.2014 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;1;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;Observert i en liten flokk med kortnebbgås. Activity: Forage.;
NT;3506;Clangula hyemalis;havelle;Fugler;Marian Leonhardsen;01.01.2018 00:00:00;Sortlandssundet Bygdneset, Sortland, No;100.0;Sortland;Nordland;5;HumanObservasjon;68,735272;15,405944999999999;POINT (516430 7624898);species;;Validationstatus: Approved Documented;
VU;3681;Larus canus;fiskemåke;Fugler;Stig  Rasmussen;06.06.2018 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;2;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;;Validationstatus: Approved Documented;
VU;3677;Larus argentatus;gråmåke;Fugler;Stig  Rasmussen;31.03.2019 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;9;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;;Validationstatus: Approved Documented;
LC;3461;Anas platyrhynchos;stokkand;Fugler;Stig  Rasmussen;28.04.2019 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;3;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;;Validationstatus: Approved Documented;male
VU;3681;Larus canus;fiskemåke;Fugler;Stig  Rasmussen;17.07.2019 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;25;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;;ca. Validationstatus: Approved Documented;
LC;3510;Cygnus cygnus;sangsvane;Fugler;Tone Mette Bjørstad;29.03.2015 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;3;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3461;Anas platyrhynchos;stokkand;Fugler;Stig  Rasmussen;11.04.2020 00:00:00;Jennestadosen, Sortland, No;150.0;Sortland;Nordland;5;HumanObservasjon;68,747724;15,322384;POINT (513041 7626267);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
NT;3664;Haematopus ostralegus;tjeld;Fugler;Stig  Rasmussen;16.05.2020 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;1;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3454;Anas crecca;krikkand;Fugler;Stig  Rasmussen;27.05.2020 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;2;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;feeding;Activity: Forage. Validationstatus: Approved Documented;in pair
LC;4164;Corvus cornix;kråke;Fugler;Stig  Rasmussen;01.10.2020 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;7;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3510;Cygnus cygnus;sangsvane;Fugler;Stig  Rasmussen;26.03.2021 00:00:00;Jennestadosen, Sortland, No;150.0;Sortland;Nordland;1;HumanObservasjon;68,747724;15,322384;POINT (513041 7626267);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3461;Anas platyrhynchos;stokkand;Fugler;Stig  Rasmussen;26.03.2021 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;10;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Innmark Activity: Forage. Validationstatus: Approved Documented;
LC;3525;Mergus serrator;siland;Fugler;Inge Hovden;31.03.2021 00:00:00;Sandstrand, Sortland, No;250.0;Sortland;Nordland;6;HumanObservasjon;68,746112;15,354095;POINT (514325 7626094);species;;Validationstatus: Approved Documented;
LC;4162;Corvus corax;ravn;Fugler;Stig  Rasmussen;08.04.2021 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;1;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
VU;3677;Larus argentatus;gråmåke;Fugler;Stig  Rasmussen;08.04.2021 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;5;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3525;Mergus serrator;siland;Fugler;Stig  Rasmussen;08.04.2021 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;1;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;;Validationstatus: Approved Documented;female
LC;3525;Mergus serrator;siland;Fugler;Stig  Rasmussen;20.04.2021 00:00:00;Jennestadosen, Sortland, No;150.0;Sortland;Nordland;8;HumanObservasjon;68,747724;15,322384;POINT (513041 7626267);species;stationary;Activity: Resting. Validationstatus: Approved Documented;
LC;4183;Pica pica;skjære;Fugler;Inge Hovden;05.05.2021 00:00:00;Sandstrand, Sortland, No;250.0;Sortland;Nordland;1;HumanObservasjon;68,746112;15,354095;POINT (514325 7626094);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3523;Mergus merganser;laksand;Fugler;Børge Klevstad;09.06.2021 00:00:00;Jektbogen, Sortland, No;125.0;Sortland;Nordland;70;HumanObservasjon;68,744777;15,375268;POINT (515182 7625950);species;;Validationstatus: Approved Documented;
NT;3607;Cepphus grylle;teist;Fugler;Stig  Rasmussen;11.12.2021 00:00:00;Storlibukta, Sortland, No;300.0;Sortland;Nordland;1;HumanObservasjon;68,735617;15,393108;POINT (515911 7624934);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3887;Haliaeetus albicilla;havørn;Fugler;Ole Lykke Henriksen;12.04.2022 00:00:00;Jennestadosen, Sandstrand, Sortland, Sortland, No;300.0;Sortland;Nordland;2;HumanObservasjon;68,748964;15,321872;POINT (513020 7626405);species;stationary;Activity: Resting. Validationstatus: Approved Documented;
EN;3773;Numenius arquata;storspove;Fugler;Ole Lykke Henriksen;12.04.2022 00:00:00;Jennestadosen, Sandstrand, Sortland, Sortland, No;300.0;Sortland;Nordland;4;HumanObservasjon;68,748964;15,321872;POINT (513020 7626405);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
VU;3681;Larus canus;fiskemåke;Fugler;;01.01.2013 00:00:00;Jektbogen-Holten;707.0;Sortland;Nordland;139;MachineObservation;68,747184;15,347802;POINT (514070 7626212);species;;" NonValid dynamicProperties: ""{""FirstYearCount"":""1986"", ""LastYearCount"":""1991"", ""LastIndividualCount"":""32""}""";
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;10.05.2023 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;280;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Morten Kongsgaard;14.05.2024 00:00:00;Sortland, Sortland, No;50.0;Sortland;Nordland;300;HumanObservasjon;68,730805;15,405119;POINT (516400 7624400);species;feeding;1 leucistisk hvitkinngås i flokken  Activity: Forage. Validationstatus: Approved Media;
NT;4426;Sturnus vulgaris;stær;Fugler;Rune Kristiansen|Kurt Kristiansen;18.05.2024 00:00:00;Bygdneset, Sortland, Sortland, No;1265.0;Sortland;Nordland;1;HumanObservasjon;68,732095;15,40511;POINT (516399 7624544);species;feeding;Activity: Forage.;
LC;4252;Fringilla montifringilla;bjørkefink;Fugler;Ørnulf Nielsen;30.01.2022 00:00:00;Jægtbogen;;Sortland;Nordland;10;HumanObservasjon;68,742076;15,374473;POINT (515152 7625649);species;;;
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Ingunn Tombre|Johnny Bakken;11.05.2024 00:00:00;Selnes - Brenna, Sortland, No;300.0;Sortland;Nordland;8;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematisk registrering som del av NINA-prosjekt. Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;11.05.2024 00:00:00;SelnesÅnstadBygd, Sortland, No;300.0;Sortland;Nordland;720;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematisk registrering som del av NINA-prosjekt. Validationstatus: Approved Documented;
LC;3461;Anas platyrhynchos;stokkand;Fugler;Stig  Rasmussen;02.02.2025 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;7;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage.;
EN;3773;Numenius arquata;storspove;Fugler;Johnny Bakken;03.04.2025 00:00:00;Ånstad, Sortland, No;471.0;Sortland;Nordland;6;HumanObservasjon;68,73044;15,407778;POLYGON ((516358 7624668, 516389 7624166, 516777 7624247, 516358 7624668));species;feeding;Activity: Forage.;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Tone M. Bjørstad;27.04.2008 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;
VU;156989;Calidris pugnax;brushane;Fugler;Tone M. Bjørstad;24.05.2009 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;
LC;4007;Columba palumbus;ringdue;Fugler;Tone M. Bjørstad;09.05.2010 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;
LC;3536;Tadorna tadorna;gravand;Fugler;ToneM;18.05.2010 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;
LC;3536;Tadorna tadorna;gravand;Fugler;Tone M. Bjørstad;04.05.2013 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;
EN;3989;Fulmarus glacialis;havhest;Fugler;obsr3317920;09.08.2023 00:00:00;Greenland Sea;;Sortland;Nordland;12;HumanObservasjon;68,75015;15,348347;POINT (514090 7626543);species;;http://www.gbif.org/occurrence/4610449546;
EN;3773;Numenius arquata;storspove;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded
LC;3461;Anas platyrhynchos;stokkand;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded
LC;4322;Anthus pratensis;heipiplerke;Fugler;;15.06.1981 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded
NT;4426;Sturnus vulgaris;stær;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded
LC;185969;Acanthis flammea;gråsisik;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded
